1,1.5,4,0.7367,0.16029,1.001
1,1.5,4,0.67737,0.2526,0.21465
1,3.45,3,0.29815,0.34931,0.70959
4,4.4167,3,0.77806,0.34744,1.2769
1,1.4,2,0.68432,0.35575,2.6711
1,3.5,4,0.51235,0.23835,1.3145
1,3.5833,8,0.50105,0.31226,0.63374
1,3.5333,7,0.53552,0.34772,2.366
1,1.4167,3,0.78146,0.27558,0.29263
1,3.45,11,0.45587,0.11167,0.23797
1,1.75,7,0.38641,0.24549,0.055262
6,4.4167,2,0.66408,0.21663,0.92505
6,3.0488,2,0.34612,0.29155,0.48748
1,1.5333,9,0.43899,0.17196,0.58588
4,4.4167,1,0.64824,0.35342,0.48183
1,1.45,5,0.27015,0.11768,1.5794
1,1.5833,6,0.66034,0.21001,1.2648
4,4.5,9,0.58586,0.071721,1.9023
4,4.4167,3,0.31146,0.14383,0.41282
1,1.4167,3,0.26387,0.21099,2.4484
1,1.4167,2,0.41572,0.17419,0.76497
6,4.4167,4,0.39598,0.28705,0.99942
4,4.4167,3,0.44121,0.16961,1.7863
1,1.5,7,0.59155,0.25092,0.32629
1,1.5333,9,0.43468,0.27451,0.29882
1,1.45,5,0.47882,0.052357,1.1703
1,3.5333,11,0.54471,0.2621,1.7959
1,3.5333,9,0.46026,0.27884,1.2318
1,1.45,9,0.44664,0.29283,1.0503
1,1.5333,3,0.67112,0.31433,1.1967
1,1.45,6,0.6802,0.35707,0.40689
1,1.45,5,0.37209,0.24462,0.60309
1,1.7,8,0.395,0.23078,0.50804
4,4.4167,2,0.36397,0.2036,1.0738
1,1.5333,10,0.54962,0.29169,1.0836
1,1.5833,7,0.65696,0.25705,0.37095
1,1.7,8,0.55857,0.10282,0.24949
1,1.4167,2,0.69095,0.21211,2.4597
1,3.4167,7,0.35315,0.21379,1.006
1,3.5833,8,0.58779,0.25761,2.0362
1,3.45,6,0.57122,0.31408,0.53898
6,3.4167,1,0.45431,0.31481,0.76179
1,5,4,0.58906,0.023574,0.901
1,1.5333,5,0.76594,0.24191,1.1609
1,1.45,5,0.62791,0.25964,0.14938
1,1.4167,2,0.53852,0.24124,1.2176
1,1.4167,4,0.66834,0.25146,0.90856
1,1.5333,7,0.43345,0.23062,1.7529
4,4.45,10,0.55805,0.26051,1.6496
1,1.5333,7,0.64885,0.24589,0.16456
1,1.45,2,0.2711,0.23167,0.51498
1,3.5333,9,0.37395,0.16307,0.41134
4,4.5833,2,0.79422,0.1263,1.0281
1,1.5,4,0.7112,0.20194,0.74674
1,2.2,9,0.61937,0.37062,0.18197
1,1.5833,7,0.39517,0.30723,2.0897
1,1.45,2,0.37231,0.32615,0.44821
1,1.45,3,0.53985,0.295,2.5007
1,1.4167,4,0.71698,0.1686,0.11652
1,3.5333,6,0.55025,0.22901,0.32039
4,4.45,11,0.55272,0.29516,2.6632
6,3.5,5,0.50946,0.10514,0.46194
1,3.5333,3,0.48838,0.36667,0.48601
1,1.7,10,0.60526,0.20341,1.3386
1,1.45,3,0.47072,0.22357,0.62364
6,3.4167,2,0.58955,0.30029,0.234
4,4.5,3,0.64164,0.27732,0.7082
1,1.5,3,0.62985,0.2256,2.0689
1,1.45,7,0.43898,0.21557,1.5718
1,1.7,7,0.45913,0.23396,0.46299
1,3.4167,6,0.33159,0.19037,1.4127
1,1.5333,7,0.47605,0.25602,0.99304
1,1.4167,1,0.70367,0.16343,1.4493
4,4.4167,4,0.53248,0.20335,0.84791
1,1.5333,6,0.62747,0.28258,1.1227
1,4.1484,2,0.6458,0.29031,1.4063
1,1.5333,10,0.56289,0.25591,0.92352
1,1.5,9,0.52961,0.19817,1.0952
1,1.5833,6,0.55603,0.25908,0.91078
1,1.6667,4,0.62522,0.2503,0.28759
6,4.2,5,0.78341,0.23194,1.2218
1,1.5,3,0.45294,0.19962,0.86603
1,3.1176,4,0.62883,0.34415,2.0637
1,1.45,2,0.44587,0.37972,1.1716
4,4.1667,3,0.48834,0.19721,1.0545
1,3.5,6,0.3233,0.40102,0.8419
1,1.45,4,0.55251,0.4717,2.2414
1,1.5,2,0.72196,0.34488,1.4279
4,4.0488,4,0.60073,0.14727,0.48891
4,4.5,2,0.55641,0.27634,0.81169
1,1.5333,8,0.5132,0.084288,0.040229
1,1.5333,7,0.69328,0.26481,1.3079
1,1.45,8,0.4808,0.41815,0.56319
1,3.5,4,0.8425,0.29395,1.0907
1,1.5333,4,0.45836,0.34542,0.57876
1,1.5833,5,0.7596,0.1075,0.76667
1,3.5333,9,0.39791,0.27874,0.50434
6,5.25,5,0.3783,0.22255,1.0466
1,1.4167,2,0.57318,0.22857,0.93892
1,4.0374,5,0.57213,0.30293,0.79158
1,3.5,5,0.32486,0.14959,0.58445
1,1.5333,6,0.77022,0.24621,2.5241
6,3.4167,2,0.55609,0.28493,0.37568
1,1.45,2,0.36615,0.35855,0.23619
1,3.4,3,0.65487,0.32673,0.56453
1,1.5333,6,0.70683,0.30728,3.2358
4,4.4167,3,0.70067,0.35968,2.091
1,1.5333,7,0.30109,0.19026,0.47961
4,4.4167,2,0.43521,0.27339,1.1689
1,1.4167,5,0.55373,0.23072,0.81953
1,1.5333,3,0.55569,0.15415,1.5116
1,1.5833,5,0.80984,0.18941,0.063216
1,3.5333,10,0.47541,0.20485,1.6376
1,1.45,6,0.70683,0.10096,0.9221
1,3.5833,7,0.46531,0.27251,1.4099
1,1.5833,5,0.46874,0.10435,0.19598
1,1.4167,2,0.57602,0.39648,1.9378
